player_name,career_total_runs,playing_role,batting_style,bowling_style,player_id,field_pos,player_image,full_name,country,date_of_birth,total_runs_test,matches_test,batting_average_test,strike_rate_test,centuries_test,half_centuries_test,wickets_test,economy_test,bowling_average_test,total_runs_odi,matches_odi,batting_average_odi,strike_rate_odi,centuries_odi,half_centuries_odi,wickets_odi,economy_odi,bowling_average_odi,total_runs_t20i,matches_t20i,batting_average_t20i,strike_rate_t20i,centuries_t20i,half_centuries_t20i,wickets_t20i,economy_t20i,bowling_average_t20i,career_total_runs2,career_total_wickets,catches,stumpings,formats_played,played_since_year
Joshua Patrick Inglis,,,Right hand Bat,,42220,Wicketkeeper,,Player_467,South Africa,14-09-1999,12857,333,50.84,70.62,22,6,512,7.74,31.04,2261,60,21.83,107.16,23,32,560,2.53,31.92,9522,31,25.31,98.6,2,30,282,8.04,43.61,24640,1354,272,27,T20I,2007
Xavier Colin Bartlett,,,Right hand Bat,Right arm Fast medium,42226,,,Player_468,Pakistan,07-02-2012,12155,19,13.37,129.97,47,10,215,4.98,49.57,10813,122,46.5,140.29,34,6,421,6.98,41.27,4723,122,22.39,92.2,5,28,535,2.08,33.5,27691,1171,440,35,"T20I,ODI",2011
Corbin Bosch,,,Right hand Bat,Right arm Fast medium,43253,,https://www.espncricinfo.com/cricketers/corbin-bosch-594322,Player_469,West Indies,25-08-2011,933,145,29.37,83.36,47,91,131,2.74,19.79,9148,348,16.59,89.45,18,51,302,6.68,26.63,14960,21,29.22,60.6,42,58,273,9.67,36.36,25041,706,202,24,Test,2020
Jacob Graham Bethell,,,Left hand Bat,Slow Left arm Orthodox,43282,,,Player_470,Sri Lanka,22-03-1989,3598,315,52.59,136.52,0,53,259,5.66,22.55,8572,195,44.01,148.11,5,10,71,4.25,21.21,14878,154,12.77,143.82,44,35,538,6.12,22.72,27048,868,204,6,Test,2012
Karim Janat,,,Right hand Bat,Right arm Medium,43300,,https://www.espncricinfo.com/cricketers/karim-janat-793467,Player_471,Australia,25-05-1990,11425,389,30.19,141.53,24,86,124,5.16,19.69,11841,329,52.12,125.9,39,26,262,9.28,29.28,2054,109,50.49,54.43,10,76,53,9.86,28.39,25320,439,472,17,"T20I,ODI",2014
Kunal Singh Rathore,,,Left hand Bat,,43451,Wicketkeeper,,Player_472,India,23-07-2017,1980,159,13.88,135.98,1,44,81,8.94,38.03,13085,322,21.42,101.15,44,13,221,4.43,30.9,14237,270,59.21,124.97,7,72,54,2.46,31.12,29302,356,403,19,"T20I,Test",2010
Urvil Mukesh Patel,,,Right hand Bat,,43548,Wicketkeeper,,Player_473,Zimbabwe,27-11-1984,10047,348,37.13,53.5,29,22,282,3.95,19.74,238,110,53.32,114.4,43,85,76,5.6,18.53,9145,379,51.2,57.14,28,84,744,6.67,43.86,19430,1102,383,4,ODI,2016
Madhav Tiwari,,,Right hand Bat,Right arm Medium fast,43574,,https://www.espncricinfo.com/cricketers/madhav-tiwari-1460385,Player_474,Ireland,06-04-2010,3056,42,53.09,128.74,2,27,682,9.73,44.77,6843,257,11.67,60.22,41,79,61,6.35,44.07,6658,299,37.75,96.73,9,66,276,4.79,42.65,16557,1019,152,17,"Test,ODI",2020
Mitchell J Owen,,,Right hand Bat,,43582,Right arm Medium,,Player_475,Pakistan,11-09-1995,8984,253,39.51,91.13,20,56,58,9.67,34.38,1105,88,55.64,134.45,34,45,470,2.8,29.49,1842,114,24.76,67.54,33,88,442,8.75,25.14,11931,970,169,41,T20I,2023
William Peter O'Rourke,,,Right hand Bat,Right arm Fast,43638,Right arm Fast,,Player_476,West Indies,08-07-1989,791,129,21.31,137.37,24,25,543,3.98,34.86,1386,197,15.92,108.24,3,75,156,9.46,36.57,2802,219,19.88,64.11,23,88,417,4.89,37.72,4979,1116,428,39,"T20I,Test,ODI",2011
Harsh Surendra Dubey,,,Left hand Bat,Slow Left arm Orthodox,43649,,,Player_477,Zimbabwe,10-05-1989,10001,59,29.21,113.8,19,24,160,4.78,35.97,10744,281,42.29,148.61,32,9,124,5,20.37,7735,229,28.2,62.59,45,75,631,4.08,25.79,28480,915,240,32,T20I,2019
Matthew Paul Breetzke,,,Right hand Bat,,43820,Wicketkeeper,,Player_478,Australia,03-07-1984,5390,150,32.51,133.36,48,53,283,9.16,23.47,10441,199,22.5,113.64,12,23,740,2.65,23.6,14408,251,43.35,95.28,47,92,224,8.86,49.62,30239,1247,286,14,"Test,ODI,T20I",2017
Musheer Khan,,,Right hand Bat,Slow Left arm Orthodox,43849,,https://www.espncricinfo.com/cricketers/musheer-khan-1316430,Player_479,England,25-05-2020,6635,286,38.96,99.94,21,28,105,9.73,24.33,9719,98,51.83,133.41,35,60,160,5.1,46.47,8201,248,32.35,101.55,16,10,569,5,48.47,24555,834,244,34,ODI,2015
Kusal Mendis,,,Right hand Bat,Legbreak,43881,,,Player_480,Zimbabwe,23-09-2005,2255,4,47.97,103.5,20,82,104,5.55,28.2,1667,26,35.62,129.98,42,17,540,6.8,37.48,13884,8,56.7,63.34,31,10,254,2.13,36.02,17806,898,320,46,"ODI,T20I",2002
Sediqullah Atal,,,Left hand Bat,,43954,,,Player_481,India,18-04-1988,3610,265,14.94,64.44,32,96,438,4.57,36.99,12324,88,16.76,84.55,18,85,625,6.11,48.41,10801,33,52.71,147.94,10,25,175,5.12,40.36,26735,1238,435,45,"Test,T20I,ODI",2008
Arshdeep Singh,,,Left hand Bat,Left arm Medium fast,3388, ,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976,Player_482,India,12-11-1987,1607,344,54.48,128.4,37,35,227,6.21,24.72,2691,145,38.55,75.96,42,8,590,7.56,49.96,8313,227,15.12,75.78,33,52,565,7.24,43.65,12611,1382,79,0,"Test,T20I",2006
Douglas Andrew John Bracewell,,,Right hand Bat,Right arm Fast medium,34356, ,,Player_483,England,30-05-1988,5179,129,10.62,91.94,14,13,699,7.5,21.72,7756,181,30.39,93.05,11,16,534,2.44,29.9,12974,72,16.58,95.88,23,13,145,4.03,41.07,25909,1378,495,20,"Test,T20I,ODI",2018
Alexander Daniel Hales,,,Right hand Bat,Right arm Medium,1970,Occasional Wicketkeeper,,Player_484,Ireland,28-01-1985,6573,381,28.5,100.01,45,77,581,4.19,49.04,11864,256,43.07,96.72,10,57,105,4.28,27.56,6105,398,43.81,71.63,4,63,770,5.46,40.39,24542,1456,91,7,"Test,ODI,T20I",2004
Daniel Trevor Christian,,,Right hand Bat,Right arm Fast medium,161, ,,Player_485,South Africa,04-01-1991,984,266,11.37,128.51,14,34,317,7.89,18.7,1996,188,54.1,74.01,5,12,130,8.55,45.47,2560,300,21.54,99.39,28,79,663,2.45,48.67,5540,1110,148,6,ODI,2018
Yogesh Vijay Takawale,,,Right hand Bat, ,12414,Wicketkeeper,,Player_486,Zimbabwe,06-10-1992,5776,177,29.65,109.88,45,29,463,2.41,43.69,1425,239,30.47,139.46,11,49,356,2.64,49.96,3037,211,49.55,125.6,47,9,384,6.7,37.09,10238,1203,29,40,Test,2009
Christopher Roger Woakes,,,Right hand Bat,Right arm Fast medium,62, ,,Player_487,England,01-11-1997,3676,252,36.29,70.11,24,91,598,2.39,43.22,11004,358,24.49,104.25,26,5,684,8.84,38.15,8632,71,39.57,102.11,47,30,261,8.05,38.36,23312,1543,122,49,T20I,2019
Thangarasu Natarajan,,,Left hand Bat,Left arm Medium,77, ,,Player_488,India,10-10-1993,3380,55,35.58,109.02,20,16,471,5.09,27.51,8023,386,10.73,147.84,40,84,775,2.74,43.44,2749,57,21.49,78.56,33,94,530,5.31,45.18,14152,1776,386,43,Test,2011
Kyle Alex Jamieson,,,Right hand Bat,Right arm Fast medium,5354, ,,Player_489,India,09-12-2018,8711,82,18.28,90.76,23,66,55,4.83,22.34,6849,195,38.74,131,24,50,796,8.68,43.02,590,219,33.93,74.84,15,35,370,5.36,39.44,16150,1221,481,39,"Test,T20I",2007
Kevin Peter Pietersen,,,Right hand Bat,Right arm Offbreak,13231, ,,Player_490,West Indies,01-06-1987,8782,392,42.29,96.95,4,79,624,4.53,22.66,3247,296,30.11,105.57,41,35,1,4.89,29.37,1368,370,30.3,125.89,24,9,682,2.71,41.45,13397,1307,325,39,T20I,2002
Joginder Sharma,,,Right hand Bat,Right arm Fast medium,11948, ,,Player_491,Afghanistan,07-01-2012,1050,98,12.24,52.83,5,29,12,5.93,40.32,2592,164,28.73,144.7,2,70,232,6.9,36.38,10181,274,53.66,61.82,36,25,196,3.62,25.49,13823,440,426,29,T20I,2018
Tyron Henderson,,,Right hand Bat,Right arm Fast medium,13220, ,,Player_492,Ireland,22-06-1999,13997,148,48.1,71,48,92,439,4.57,38.57,1490,306,19.15,100.49,2,99,368,3.22,44.66,1361,248,11.61,87,7,19,584,3.24,29.88,16848,1391,28,37,"Test,T20I,ODI",2010
Unmukt Bharat Thakur Chand,,,Right hand Bat,Right arm Offbreak,15837, ,,Player_493,Zimbabwe,28-01-2006,3633,328,57.33,78.1,42,44,17,3.54,43.05,1224,270,31.5,138.71,19,24,250,2.53,40.02,8128,15,54.79,65.15,28,43,596,5.85,22.71,12985,863,258,34,"Test,T20I",2007
Yalaka Venugopal Rao,,,Right hand Bat,Right arm Offbreak,12008, ,,Player_494,Zimbabwe,24-12-2002,14323,155,26.99,121.3,47,78,693,4.48,48,2587,7,59.22,85.81,27,10,107,3.73,18.68,3773,74,42.6,75.8,45,61,283,6.23,34.18,20683,1083,185,1,"T20I,Test",2012
Nathan Mitchell Coulter-Nile,,,Right hand Bat,Right arm Fast,471, ,,Player_495,Australia,08-08-1989,6342,189,35.86,51.15,43,88,112,9.8,40.14,7714,37,24.89,87.86,22,43,275,3.02,28.77,13495,105,46.88,65.27,24,72,301,9.59,32.58,27551,688,416,45,"T20I,Test,ODI",2022
Tanmay Mishra,,,Right hand Bat,Right arm Fast medium,34706, ,,Player_496,England,04-09-1997,14722,370,28.95,90.88,46,50,228,5.29,22.99,3064,113,39.99,91.81,47,13,179,4.5,22.62,14402,135,10.13,138.68,41,78,131,2.59,49.91,32188,538,74,7,"T20I,Test,ODI",2022
Ali Ghulam Murtaza,,,Left hand Bat,Slow Left arm Orthodox,14481, ,,Player_497,Australia,14-07-1991,12636,262,10.34,142.4,22,46,170,5.56,25.79,14310,338,48.82,104.66,2,28,724,6.12,25.46,2064,73,41.41,123.19,22,8,119,6.8,37.56,29010,1013,44,37,ODI,2009
Sankarankutty Sandeep Warrier,,,Right hand Bat,Right arm Medium,3718, ,,Player_498,England,16-03-2016,959,79,29.29,61.19,3,52,294,6.61,44.95,7804,55,47.46,105.35,41,73,292,6.71,46.98,13694,253,39.42,106.09,33,70,727,6.21,43.17,22457,1313,68,3,"Test,T20I",2017
Wayne Dillon Parnell,,,Left hand Bat,Left arm Medium fast,8626, ,,Player_499,Sri Lanka,27-10-2001,6059,399,49.59,101.64,26,63,188,9.87,24.7,14729,358,26.44,99.64,23,49,583,8.32,19.18,2415,17,36.86,72.44,2,89,135,6.13,28.69,23203,906,497,36,Test,2011
Gurkeerat Rupinder Singh,,,Right hand Bat,Right arm Offbreak,546, ,,Player_500,India,01-01-2004,8884,251,39.8,128.65,17,37,425,3.93,20.32,832,137,40.54,80.6,42,4,794,7.25,25.03,2951,42,49.29,101.02,29,23,627,8.99,44.61,12667,1846,415,20,"T20I,Test,ODI",2006
Konda Bhaskir Arun Karthik,,,Right hand Bat,Legbreak Googly,14961,Occasional Wicketkeeper,,Player_501,Afghanistan,01-12-2019,5655,96,15.06,144.25,20,63,78,7.45,40.5,12884,101,53.56,142.72,39,71,174,6.87,27.91,13627,49,37.79,102.08,49,11,572,3.64,37.68,32166,824,366,12,Test,2010
Pankaj Singh,,,Right hand Bat,Right arm Medium fast,12046, ,,Player_502,West Indies,20-06-1981,12091,259,52.36,124.68,27,86,657,7.73,30.88,2440,333,10.77,108.86,5,68,122,5.29,37.74,5616,2,52.85,109.04,33,59,528,2.33,40.3,20147,1307,209,8,"Test,ODI",2009
Christopher James Green,,,Right hand Bat,Right arm Offbreak,4771, ,,Player_504,Afghanistan,28-03-2008,2946,102,52.09,132.65,21,6,498,2.71,38.81,1646,168,21.21,115.12,10,56,443,5.32,24.98,10960,218,50.3,147.29,28,77,531,4.76,35.56,15552,1472,339,28,"T20I,Test",2006
Aaron James Finch,,,Right hand Bat,Slow Left arm Orthodox,48, ,,Player_505,Afghanistan,30-10-2001,7725,39,39.01,94.62,39,21,797,7.41,20.89,14306,338,29.43,126.8,31,25,427,8.74,23.26,11608,58,18.97,96.54,8,85,207,2.14,38.29,33639,1431,307,40,ODI,2003
David Wiese,,,Right hand Bat,Right arm Medium fast,9069, ,,Player_506,Australia,26-06-2003,526,272,37.98,130.58,22,80,761,2.51,48.33,440,285,30.8,146.07,26,5,82,3.84,25.58,7101,283,50.66,142.65,1,15,673,4.01,36.85,8067,1516,191,23,ODI,2007
James Lee Pattinson,,,Left hand Bat,Right arm Fast medium,4023, ,,Player_507,England,04-02-2002,3224,100,15.26,50.8,2,81,707,6.77,26.27,5956,260,47.33,99.95,20,15,764,2.05,34.08,9768,301,57.02,50.98,38,28,298,4.47,47.29,18948,1769,371,15,"T20I,Test",2007
Mark Verdon Boucher,,,Right hand Bat,Right arm Medium,11935,Wicketkeeper,,Player_508,Bangladesh,31-05-2011,10445,358,18.37,142.46,39,40,70,7.92,28.79,13928,374,14.69,61.21,43,59,657,7.21,26.68,5003,63,26.78,74.76,6,31,521,6.93,46.74,29376,1248,102,11,"ODI,T20I",2005
Raymond William Price,,,Right hand Bat,Slow Left arm Orthodox,34171, ,,Player_509,Sri Lanka,23-09-2003,14790,379,58.6,94.33,49,73,247,3.69,30.87,9721,222,35.63,94.08,47,99,631,3.62,48.32,14808,69,36.49,60.4,45,82,93,3.38,49.07,39319,971,240,1,"Test,ODI",2012
Abhinav Mukund,,,Left hand Bat,Legbreak Googly,13026, ,,Player_510,Pakistan,28-07-2003,11536,307,21.42,105.34,9,9,145,8.73,19.64,11157,198,38.21,97.9,49,11,64,9.12,32.84,8306,302,42.92,126.96,4,34,413,5.3,39.36,30999,622,252,18,Test,2011
Odean Fabian Smith,,,Right hand Bat,Right arm Fast medium,6717, ,,Player_511,Afghanistan,08-10-1997,12157,220,58.87,75.49,24,56,617,2.24,33.89,2367,210,34.71,139.7,12,74,280,8.87,19.88,6243,141,13.97,82.01,7,42,370,5.86,49.1,20767,1267,423,29,T20I,2002
Kathuria Anureet Singh,,,Right hand Bat,Right arm Medium,767, ,,Player_512,South Africa,09-11-1989,13547,307,36.6,124.25,48,6,774,8.75,21.95,6696,286,46.59,89.48,21,2,794,2.61,41.34,6581,390,34.7,134.05,31,95,408,5.67,44.64,26824,1976,219,15,Test,2005
Biplab Bipin Samantray,,,Right hand Bat,Right arm Medium,35146, ,,Player_513,Australia,28-07-1998,1875,123,16.79,57.66,7,49,295,5.68,30.83,11478,179,29.19,145.33,34,62,390,2.85,28.52,9560,201,28.03,133.24,17,52,382,9.79,26.67,22913,1067,396,23,"Test,T20I,ODI",2021
Gurinder Singh Sandhu,,,Left hand Bat,Right arm Fast medium,39661, ,,Player_514,Ireland,18-03-2016,1763,230,14.97,137.26,10,90,581,3.74,29.22,5190,249,57.25,98.51,46,63,427,5.96,38.91,14684,206,53.62,116.78,37,19,440,2.36,31.68,21637,1448,473,12,T20I,2018
Ben Laughlin,,,Right hand Bat,Right arm Fast medium,1452, ,,Player_515,West Indies,15-01-2005,8712,177,20.44,132.81,4,51,469,3.07,42.73,4663,230,34.09,147.38,21,61,617,6.87,26.95,8330,220,53.83,116.58,45,83,446,9.61,25.63,21705,1532,335,4,"Test,ODI",2010
Rohan Sunil Gavaskar,,,Left hand Bat,Slow Left arm Orthodox,14520, ,,Player_516,Pakistan,11-08-1993,5797,62,56.28,71.61,44,32,505,9.63,43.7,7062,22,38.56,50.82,27,5,106,4.2,36.26,4923,361,45.04,120.02,17,7,618,6.66,18.13,17782,1229,216,22,"T20I,Test",2003
Navdeep Saini,,,Right hand Bat,Right arm Fast,2703,,,Player_517,Bangladesh,24-09-2015,9208,115,30.71,130.93,36,0,192,2.58,22.91,4331,47,51.28,139.88,20,18,547,7.73,42.71,6467,245,42.79,117.38,48,98,616,8.37,24.02,20006,1355,201,37,"Test,ODI",2014
Azmatullah Omarzai,,,Right hand Bat,Right arm Medium fast,10152,,https://www.espncricinfo.com/cricketers/azmatullah-omarzai-819429,Player_518,South Africa,07-12-2016,7099,190,29.77,128.64,44,52,67,3.59,29.73,9496,108,23.76,143.11,45,17,658,6.76,47.7,4941,80,46.68,88.69,40,41,70,5.44,18.13,21536,795,28,30,ODI,2001
Kumar Kushagra,,,Right hand Bat,,10528,Wicketkeeper,https://www.espncricinfo.com/cricketers/kumar-kushagra-1207295,Player_519,Bangladesh,20-04-1983,5109,61,25.66,113.22,37,59,493,4.78,29.95,3034,295,13.76,146.1,17,79,261,4.6,26.36,11565,250,28.3,118.28,44,76,83,5.63,41.03,19708,837,493,16,"T20I,Test",2014
Shivam Singh,,,Right hand Bat,Right arm Offbreak,11640,,,Player_520,Pakistan,17-06-2015,6644,255,17.35,87.35,28,33,51,6.96,22.85,11880,5,45.39,51.31,30,86,158,2.2,28.72,6437,50,30.23,139.74,15,69,208,9.03,31.62,24961,417,446,48,"Test,ODI",2016
Ashutosh Sharma,,,Right hand Bat,,10456,,https://www.espncricinfo.com/cricketers/ashutosh-sharma-1131978,Player_521,Afghanistan,16-09-2013,116,6,34.39,77.15,4,3,362,6.36,43.55,12165,37,34.15,67.17,45,42,264,8,32.86,6076,284,37.69,83.26,20,15,258,9.17,28,18357,884,485,48,"T20I,Test,ODI",2001
Mayank Yadav,,,Right hand Bat,Right arm Fast,10302,,https://www.espncricinfo.com/cricketers/mayank-yadav-1292563,Player_522,South Africa,13-06-1985,2433,154,16.5,73.18,8,16,796,3.01,40.63,9377,168,54.83,115.38,36,72,467,3.72,47.67,5648,368,56.9,144.49,9,68,238,3.91,42.38,17458,1501,211,2,"ODI,Test,T20I",2006
Manimaran Siddharth,,,Right hand Bat,Slow Left arm Orthodox,10303,,,Player_523,Bangladesh,05-07-1994,5463,91,51.77,81.86,47,3,473,4.32,24.09,3262,355,59.13,52.55,20,2,201,8.68,46.84,8001,398,46.2,51.36,41,52,301,3.59,44.64,16726,975,153,25,"Test,T20I",2015
Belur Ravi Sharath,,,Right hand Bat,,10548,Wicketkeeper,,Player_524,West Indies,02-08-2015,583,13,28.52,140.36,1,42,520,3.91,29.74,13320,282,29.96,56.36,13,71,154,5.36,20.88,1315,383,37.55,84.91,3,44,231,5.97,49.21,15218,905,479,12,"ODI,Test,T20I",2004
Tom Kohler-Cadmore,,,Right hand Bat,Right arm Offbreak,11562,Wicketkeeper,,Player_525,England,12-10-1989,8586,228,28.74,57.76,0,89,762,3.71,21.39,2107,202,30.77,72.11,24,37,12,6.62,22.22,73,345,48.52,63.21,43,50,281,9.2,38.54,10766,1055,230,43,"T20I,ODI,Test",2015
Penumatsa Venkata Satyanarayana Raju,,,Left hand Bat,Right arm Medium fast,11810,,,Player_526,India,11-05-1996,13375,85,33.7,132.89,39,3,430,5.29,38.1,7036,324,30.4,101.24,26,67,296,8.98,33.86,12038,203,28.54,62.66,7,97,393,4.58,32.77,32449,1119,101,37,"T20I,Test",2024
Digvesh Singh Rathi,,,Right hand Bat,Legbreak,11833,,https://www.espncricinfo.com/cricketers/digvesh-rathi-1460529,Player_527,England,19-11-2016,3788,132,32.21,84.89,29,0,297,7.63,21.88,10032,312,26.23,104.59,39,75,497,8.91,21.41,8675,24,46.52,131.54,46,5,417,7.22,27.77,22495,1211,314,21,ODI,2018
Manoj Shivaramsa Bhandage,,,Left hand Bat,Right arm Medium fast,42511,,,Player_528,Pakistan,21-04-1997,10960,182,59.74,102.16,10,70,434,3.74,49.55,4320,272,49.08,53.43,22,43,596,4.97,29.06,12303,40,30.53,141.84,18,32,205,7.67,25.11,27583,1235,176,20,Test,2001
Vaibhav Suryavanshi,,,Left hand Bat,Slow Left arm Orthodox,42566,,https://www.espncricinfo.com/cricketers/vaibhav-suryavanshi-1408688,Player_529,Australia,29-12-1991,4167,385,37.27,129.45,27,93,695,4.93,42.98,5938,243,47.95,67.04,30,94,791,3.67,22.75,1549,68,23.98,127.78,46,78,263,8.23,24.81,11654,1749,180,28,"ODI,T20I",2014
Ayush Mhatre,,,Right hand Bat,Right arm Offbreak,42603,,,Player_530,India,24-10-2013,12052,61,14.41,138.44,43,49,690,5.13,30.49,2747,326,33.93,99.97,46,88,244,8.2,38.35,1359,3,40.49,147.66,39,14,310,6.51,31.09,16158,1244,471,44,T20I,2003
Krishmar Santokie,,,Left hand Bat,Left arm Medium,38515, ,,Player_532,West Indies,09-01-1993,10205,245,17.58,96.18,38,60,127,9.64,47.16,7972,248,25.48,64.84,46,62,361,3.54,49.9,6659,360,32.96,64.08,8,38,625,9.74,18.03,24836,1113,231,38,"ODI,T20I",2022
Chandrasekar Ganapathy,,,Right hand Bat,Right arm Medium,15049, ,,Player_533,Sri Lanka,06-06-1987,13631,229,11.55,91.45,25,34,531,8.4,35.73,4264,78,24.62,89.88,29,41,353,9.24,30.01,5246,30,38.28,102.07,29,62,78,6.89,24.31,23141,962,11,4,Test,2009
Raj Angad Bawa,,,Left hand Bat,Right arm Medium fast,6715, ,,Player_534,South Africa,17-06-2008,12625,78,58.54,51.33,12,7,410,3.93,23.58,3133,109,50.55,140.44,25,63,520,3.58,37.17,6967,386,44.7,132.9,16,4,341,7.83,24.03,22725,1271,185,13,T20I,2021
Umeshkumar Tilak Yadav,,,Right hand Bat,Right arm Fast,318, ,,Player_535,Zimbabwe,20-04-1995,1389,148,48.68,79.59,7,23,64,2.54,30.12,11612,12,14.38,149.89,19,53,385,2.21,45.4,6661,116,48.39,53.98,39,89,561,4.76,40.95,19662,1010,248,17,"T20I,Test,ODI",2023
Kulasekara Mudiyanselage Dinesh Nuwan Kulasekara,,,Right hand Bat,Right arm Fast medium,16414, ,,Player_536,India,21-12-2010,11758,137,59.01,95.92,27,82,693,4.54,44.98,1465,394,50.28,148.72,37,77,758,2.16,21.76,12416,194,54.78,149.56,43,80,94,7.36,29.28,25639,1545,419,3,"ODI,T20I",2004
Benjamin Andrew Stokes,,,Left hand Bat,Right arm Fast medium,37, ,,Player_537,Sri Lanka,24-08-1982,12894,313,33.89,91.11,29,35,240,4.13,38.61,4109,379,43.46,138.17,18,76,311,6.98,40.07,510,89,27.73,110.22,14,51,769,4.06,32.63,17513,1320,265,32,"Test,ODI",2017
Mahipal Krishan Lomror,,,Left hand Bat,Slow Left arm Orthodox,1986, ,,Player_538,Sri Lanka,15-07-1993,8357,375,36.61,122.19,8,49,368,6.05,38.82,2211,364,46.62,89.47,26,70,413,7.29,31.08,8614,177,57.57,147.89,3,15,350,3.96,22.76,19182,1131,389,38,"Test,T20I,ODI",2003
Tabraiz Shamsi,,,Right hand Bat,Left arm Wrist spin,6212, ,,Player_539,Bangladesh,03-09-2016,9759,388,18.42,88.48,38,42,535,8.22,45.74,5539,89,31.61,118.66,24,75,277,4.49,24.6,2432,144,41.86,86.51,5,98,61,7.72,30.96,17730,873,134,19,"Test,ODI",2000
Sherfane Eviston Rutherford,,,Left hand Bat,Right arm Fast medium,3505, ,,Player_540,England,25-05-1989,6154,64,22.35,98.94,30,26,383,8.87,46.61,10996,341,43.99,91.66,39,36,749,4.56,30.89,1906,201,49.39,95.8,15,37,141,6.17,21.3,19056,1273,244,12,"Test,ODI",2017
Azhar Mahmood Sagar,,,Right hand Bat,Right arm Fast medium,34817, ,,Player_541,Bangladesh,19-11-1981,5420,12,51.93,92.96,20,31,430,8.76,47.43,14158,347,40.45,114.85,37,3,714,4.72,20.43,12519,321,44.99,125.24,25,52,733,7.47,35.06,32097,1877,30,35,"Test,ODI,T20I",2019
Tushar Uday Deshpande,,,Left hand Bat,Right arm Medium,4146, ,,Player_542,India,14-08-1991,8920,212,27.81,124.06,46,77,82,4.88,21.04,9735,279,48.45,80.94,22,1,758,7.44,40.25,9150,343,20.28,129.27,36,86,110,4.16,21.13,27805,950,346,44,"T20I,Test,ODI",2005
Dominic John Thornely,,,Right hand Bat,"Right arm Medium, Right arm Offbreak",11987, ,,Player_543,India,18-02-1990,2043,241,51.34,136.3,33,17,696,7.5,35.41,1689,220,32.34,110.62,28,98,746,2.47,26.09,9016,202,13.57,73.3,22,76,615,6.79,43.3,12748,2057,455,3,T20I,2019
Murali Kartik,,,Left hand Bat,Slow Left arm Orthodox,11928, ,,Player_544,Pakistan,13-05-2003,4197,212,45.45,103.19,30,27,610,4.5,41.7,9763,72,33.64,102.38,14,43,592,9.43,27.96,64,23,46.31,142.98,12,96,526,5.55,36.13,14024,1728,258,34,"Test,T20I",2019
Mustafizur Rahman,,,Left hand Bat,Left arm Fast medium,297, ,,Player_545,Bangladesh,20-07-2020,3496,180,18.86,128.94,24,28,573,2.49,42.22,7727,233,42.18,52.45,2,66,355,3.78,21.87,4928,354,35.55,136.74,46,92,781,6.78,41.17,16151,1709,103,7,"ODI,Test,T20I",2013
Reece James William Topley,,,Right hand Bat,Left arm Fast medium,8400, ,,Player_546,New Zealand,10-03-1994,13703,337,35.37,79.68,11,15,285,7.61,37.41,7764,259,15.4,129.07,9,67,524,10,45.67,4710,104,45.11,51.82,16,52,670,4.33,31.39,26177,1479,430,39,Test,2009
Kotarangada Prabhu Appanna,,,Right hand Bat,Slow Left arm Orthodox,13458, ,,Player_547,Ireland,24-02-2007,778,172,43.87,104.14,0,98,533,2.08,23.34,13339,112,31.81,51.19,14,75,15,3.37,33.79,11540,274,33.84,62.86,26,45,156,7.72,30.21,25657,704,381,48,"Test,ODI",2017
Nathan Ellis,,,Right hand Bat,Right arm Fast medium,6245, ,https://www.espncricinfo.com/cricketers/nathan-ellis-826915,Player_548,England,06-06-2017,213,159,21.75,84.52,21,46,458,5.27,43.52,14019,45,58.6,79.32,15,82,44,8.17,36.31,6124,321,25.61,99.61,21,97,538,8.45,21.14,20356,1040,468,46,T20I,2008
Ravichandran Ashwin,,,Right hand Bat,Right arm Offbreak,1416, ,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421,Player_549,India,10-05-1998,3762,163,51.53,91.42,39,58,211,4.64,41.04,4541,273,11.88,50.59,16,73,320,3.79,36.22,7837,59,24.25,96.1,36,97,596,4.08,34.76,16140,1127,0,35,"Test,T20I,ODI",2011
Tristan Stubbs,,,Right hand Bat,Right arm Offbreak,7947,Wicketkeeper,https://www.espncricinfo.com/cricketers/tristan-stubbs-595978,Player_550,Pakistan,09-02-1992,13399,187,37.24,123.24,36,30,125,7.55,20.76,11471,42,25.8,87.62,18,61,650,2.65,31.14,800,370,46.53,120.84,18,90,8,4.4,34.46,25670,783,428,5,"Test,T20I",2009
D'Arcy John Matthew Short,,,Left hand Bat,Left arm Wrist spin,1443, ,,Player_551,Zimbabwe,03-05-2007,9768,394,18.26,138.17,46,3,412,8.13,32.84,3541,207,25.71,56.32,10,0,325,9,24.16,6063,14,23.84,58.97,38,14,275,7.29,32.98,19372,1012,437,21,ODI,2023
Irfan Khan Pathan,,,Left hand Bat,Left arm Medium fast,811, ,,Player_552,Bangladesh,25-10-1984,10640,190,39.15,62.15,0,36,498,4.43,23.57,13003,348,41.67,141.35,47,16,147,8.87,41.84,8469,84,45.73,114.49,34,58,226,7.56,41.7,32112,871,433,5,"ODI,T20I,Test",2023
Akshdeep Deependra Nath,,,Right hand Bat,Right arm Medium fast,634, ,,Player_553,England,23-03-2011,6731,307,59.99,113.46,0,16,424,8.49,28.8,11215,102,15.29,91.57,4,15,354,5.23,22.07,6109,196,29.2,111.64,12,49,185,7.63,44.64,24055,963,206,41,"Test,T20I,ODI",2020
